Subject_code,code,foreperiod,predictability,difficulty,response,reaction_time,correct_response,stimulus,question,confidence,confidence_RT,Quad,score,RTCorrect,ConfCorrect,TP,TN,FP,FN,RT_TP,xpos,ypos,perfGrp
1,573,0.65,3,4,2,0.615876956000648,2,189,7,4,1.21286528099972,4,1,0.615876956000648,4,0,1,0,0,NaN,NaN,NaN,1
1,646,1.4,1,8,1,2.12709714100038,2,262,16,2,0.960034703999554,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,435,1.4,1,4,1,1.80874485999993,1,51,2,2,0.79252458100018,2,1,1.80874485999993,2,1,0,0,0,1.80874485999993,-0.707106781186547,0.707106781186548,1
1,675,1.4,1,8,1,0.988634918000571,1,291,5,2,0.278387726999426,3,1,0.988634918000571,2,1,0,0,0,0.988634918000571,-0.923879532511287,-0.38268343236509,1
1,695,1.4,1,8,1,1.09648305800056,2,311,10,2,0.280480379999972,3,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,491,1.4,1,4,1,0.6835790669993,1,107,3,4,0.172232631999577,3,1,0.6835790669993,4,1,0,0,0,0.6835790669993,-0.707106781186548,-0.707106781186547,1
1,438,1.4,1,4,1,0.171367113999622,1,54,2,4,0.516025017999709,2,1,0.171367113999622,4,1,0,0,0,0.171367113999622,-0.707106781186547,0.707106781186548,1
1,387,1.4,1,4,1,0.482254743999874,1,3,1,4,0.17206253600034,1,1,0.482254743999874,4,1,0,0,0,0.482254743999874,0.707106781186548,0.707106781186547,1
1,749,0.65,3,8,1,0.993961293999746,1,365,7,3,0.834911367000132,4,1,0.993961293999746,3,1,0,0,0,0.993961293999746,0.38268343236509,-0.923879532511287,1
1,403,1.4,1,4,2,1.13367789600034,2,19,8,4,0.685365627000465,1,1,1.13367789600034,4,0,1,0,0,NaN,NaN,NaN,1
1,601,0.65,3,8,1,0.689912234999611,1,217,1,2,0.45172133899996,1,1,0.689912234999611,2,1,0,0,0,0.689912234999611,0.923879532511287,0.38268343236509,1
1,531,1.4,1,4,2,1.12742839299972,1,147,4,4,0.51547930400011,4,0,NaN,NaN,0,0,0,1,NaN,0.707106781186547,-0.707106781186548,1
1,424,1.4,3,4,2,0.715950034999878,2,40,7,4,0.347045126000012,1,1,0.715950034999878,4,0,1,0,0,NaN,NaN,NaN,1
1,397,1.4,1,4,2,0.820752212999651,2,13,6,4,0.347069108000142,1,1,0.820752212999651,4,0,1,0,0,NaN,NaN,NaN,1
1,598,1.4,1,8,1,1.50361016999977,2,214,10,2,0.964431183999295,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,456,1.4,1,4,2,0.824855739999293,2,72,6,3,0.484439949999796,2,1,0.824855739999293,3,0,1,0,0,NaN,NaN,NaN,1
1,760,1.4,3,8,2,1.43301971599976,2,376,9,2,1.13988891000008,4,1,1.43301971599976,2,0,1,0,0,NaN,NaN,NaN,1
1,743,1.4,1,8,1,1.09165982000013,2,359,10,2,0.448661211999934,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,582,1.4,1,8,1,0.476014564000252,1,198,1,3,0.480787708000207,1,1,0.476014564000252,3,1,0,0,0,0.476014564000252,0.923879532511287,0.38268343236509,1
1,625,1.4,1,8,1,0.684530624000217,1,241,3,3,0.487744234000274,2,1,0.684530624000217,3,1,0,0,0,0.684530624000217,-0.38268343236509,0.923879532511287,1
1,660,1.4,3,8,1,0.994837862000168,1,276,4,2,0.281769924999935,2,1,0.994837862000168,2,1,0,0,0,0.994837862000168,-0.923879532511287,0.38268343236509,1
1,420,1.4,3,4,1,0.374474625999937,1,36,1,4,0.173025293000137,1,1,0.374474625999937,4,1,0,0,0,0.374474625999937,0.707106781186548,0.707106781186547,1
1,697,0.65,3,8,1,0.581643849000102,1,313,5,4,0.175252701999852,3,1,0.581643849000102,4,1,0,0,0,0.581643849000102,-0.923879532511287,-0.38268343236509,1
1,722,1.4,1,8,1,0.48189751100017,1,338,7,3,0.313799965000726,4,1,0.48189751100017,3,1,0,0,0,0.48189751100017,0.38268343236509,-0.923879532511287,1
1,635,1.4,1,8,2,1.43804640399958,1,251,4,2,0.280566872999771,2,0,NaN,NaN,0,0,0,1,NaN,-0.923879532511287,0.38268343236509,1
1,404,1.4,1,4,2,0.818598903999373,2,20,8,4,0.172570042000189,1,1,0.818598903999373,4,0,1,0,0,NaN,NaN,NaN,1
1,536,1.4,1,4,1,0.379156470999988,1,152,4,4,0.523843455000133,4,1,0.379156470999988,4,1,0,0,0,0.379156470999988,0.707106781186547,-0.707106781186548,1
1,388,1.4,1,4,1,0.272084603999247,1,4,1,4,0.34388919400044,1,1,0.272084603999247,4,1,0,0,0,0.272084603999247,0.707106781186548,0.707106781186547,1
1,428,1.4,3,4,2,0.923601848000544,2,44,6,4,0.171267855999758,1,1,0.923601848000544,4,0,1,0,0,NaN,NaN,NaN,1
1,640,1.4,1,8,2,1.13479652100068,2,256,11,2,0.451249190000453,2,1,1.13479652100068,2,0,1,0,0,NaN,NaN,NaN,1
1,734,1.4,1,8,1,0.686931808000736,2,350,14,2,0.797675783999694,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,409,0.65,3,4,1,0.685197212000276,1,25,1,4,0.172403763000148,1,1,0.685197212000276,4,1,0,0,0,0.685197212000276,0.707106781186548,0.707106781186547,1
1,674,1.4,1,8,1,0.785336918000212,1,290,5,3,0.313509016999888,3,1,0.785336918000212,3,1,0,0,0,0.785336918000212,-0.923879532511287,-0.38268343236509,1
1,436,1.4,1,4,1,0.479741259999173,1,52,2,4,0.174884134999957,2,1,0.479741259999173,4,1,0,0,0,0.479741259999173,-0.707106781186547,0.707106781186548,1
1,460,1.4,3,4,1,0.686577741000292,1,76,2,4,0.175781190000635,2,1,0.686577741000292,4,1,0,0,0,0.686577741000292,-0.707106781186547,0.707106781186548,1
1,696,1.4,1,8,2,1.02951328800009,2,312,16,3,0.828003965000789,3,1,1.02951328800009,3,0,1,0,0,NaN,NaN,NaN,1
1,421,0.65,3,4,2,0.82026044200029,2,37,7,3,0.481063917000029,1,1,0.82026044200029,3,0,1,0,0,NaN,NaN,NaN,1
1,723,1.4,1,8,1,0.886454067000159,1,339,7,3,1.33654275400022,4,1,0.886454067000159,3,1,0,0,0,0.886454067000159,0.38268343236509,-0.923879532511287,1
1,513,0.65,3,4,1,0.784881487999883,1,129,3,4,0.175986414999898,3,1,0.784881487999883,4,1,0,0,0,0.784881487999883,-0.707106781186548,-0.707106781186547,1
1,505,0.65,3,4,1,0.276949367999805,1,121,3,4,0.870930148000298,3,1,0.276949367999805,4,1,0,0,0,0.276949367999805,-0.707106781186548,-0.707106781186547,1
1,576,1.4,3,4,2,0.613571423999929,2,192,6,4,0.173436691999996,4,1,0.613571423999929,4,0,1,0,0,NaN,NaN,NaN,1
1,544,1.4,1,4,2,0.619338935999622,2,160,7,4,0.162463097,4,1,0.619338935999622,4,0,1,0,0,NaN,NaN,NaN,1
1,443,1.4,1,4,1,0.786713282000164,1,59,2,4,0.17574649800008,2,1,0.786713282000164,4,1,0,0,0,0.786713282000164,-0.707106781186547,0.707106781186548,1
1,543,1.4,1,4,2,0.407683663000171,2,159,7,4,0.176292964000822,4,1,0.407683663000171,4,0,1,0,0,NaN,NaN,NaN,1
1,731,1.4,1,8,1,1.19990699700065,1,347,8,2,0.619992506000017,4,1,1.19990699700065,2,1,0,0,0,1.19990699700065,0.923879532511287,-0.38268343236509,1
1,712,1.4,3,8,1,1.81184335499984,2,328,12,2,0.281954377000147,3,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,736,1.4,1,8,1,1.20170276499994,2,352,16,2,0.619304444000591,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,385,1.4,1,4,1,0.377675705000001,1,1,1,4,0.177259530999436,1,1,0.377675705000001,4,1,0,0,0,0.377675705000001,0.707106781186548,0.707106781186547,1
1,401,1.4,1,4,2,1.43463996999981,2,17,6,3,0.654360213000473,1,1,1.43463996999981,3,0,1,0,0,NaN,NaN,NaN,1
1,532,1.4,1,4,1,0.580369717999929,1,148,4,4,0.173671204999664,4,1,0.580369717999929,4,1,0,0,0,0.580369717999929,0.707106781186547,-0.707106781186548,1
1,738,1.4,1,8,1,1.19743159000063,2,354,13,3,0.313537199000166,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,726,1.4,1,8,1,0.889440160999584,1,342,7,2,0.788353564000317,4,1,0.889440160999584,2,1,0,0,0,0.889440160999584,0.38268343236509,-0.923879532511287,1
1,628,1.4,1,8,1,1.30055199799972,1,244,3,2,0.274772284999926,2,1,1.30055199799972,2,1,0,0,0,1.30055199799972,-0.38268343236509,0.923879532511287,1
1,647,1.4,1,8,1,0.585073708999516,2,263,16,4,0.856648495000627,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,398,1.4,1,4,2,0.75875380099933,2,14,7,3,0.655659301000014,1,1,0.75875380099933,3,0,1,0,0,NaN,NaN,NaN,1
1,687,1.4,1,8,2,0.933828412999901,2,303,11,2,0.623101445999964,3,1,0.933828412999901,2,0,1,0,0,NaN,NaN,NaN,1
1,488,1.4,1,4,1,0.791131384000437,1,104,3,3,0.481838493999931,3,1,0.791131384000437,3,1,0,0,0,0.791131384000437,-0.707106781186548,-0.707106781186547,1
1,626,1.4,1,8,1,1.60366273499949,1,242,3,2,0.617749157000617,2,1,1.60366273499949,2,1,0,0,0,1.60366273499949,-0.38268343236509,0.923879532511287,1
1,709,0.65,3,8,2,2.65534747099991,2,325,10,1,0.4130789310002,3,1,2.65534747099991,1,0,1,0,0,NaN,NaN,NaN,1
1,492,1.4,1,4,1,0.376372625999466,1,108,3,4,0.511380983999516,3,1,0.376372625999466,4,1,0,0,0,0.376372625999466,-0.707106781186548,-0.707106781186547,1
1,390,1.4,1,4,1,0.378581731999475,1,6,1,4,0.178121113000088,1,1,0.378581731999475,4,1,0,0,0,0.378581731999475,0.707106781186548,0.707106781186547,1
1,565,0.65,3,4,1,1.2975490459994,2,181,5,1,1.61437767799998,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,725,1.4,1,8,1,0.889829110000392,1,341,7,3,0.827285992000725,4,1,0.889829110000392,3,1,0,0,0,0.889829110000392,0.38268343236509,-0.923879532511287,1
1,440,1.4,1,4,1,0.480090791999828,1,56,2,4,0.17464184399978,2,1,0.480090791999828,4,1,0,0,0,0.480090791999828,-0.707106781186547,0.707106781186548,1
1,433,1.4,1,4,1,0.375586221000049,1,49,2,4,0.176265716000671,2,1,0.375586221000049,4,1,0,0,0,0.375586221000049,-0.707106781186547,0.707106781186548,1
1,502,1.4,1,4,2,2.25467427900003,2,118,6,3,1.1811375719999,3,1,2.25467427900003,3,0,1,0,0,NaN,NaN,NaN,1
1,495,1.4,1,4,2,0.921091917000012,2,111,6,3,0.654160078999666,3,1,0.921091917000012,3,0,1,0,0,NaN,NaN,NaN,1
1,617,0.65,3,8,1,0.584653951000291,2,233,9,4,0.859989720999693,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,638,1.4,1,8,1,2.31737514899942,2,254,16,3,0.650903945000209,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,728,1.4,1,8,1,0.582074496000132,1,344,8,4,0.68699277900032,4,1,0.582074496000132,4,1,0,0,0,0.582074496000132,0.923879532511287,-0.38268343236509,1
1,693,1.4,1,8,1,0.790060598000309,2,309,10,3,0.317698468999879,3,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,214,0.65,1,8,1,0.98286752400054,2,214,15,2,1.15016761000061,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,256,0.65,1,8,1,1.71660366699962,2,256,14,2,0.447185754999737,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,48,1.4,3,4,2,0.6141569170004,2,48,5,4,0.516415582000263,1,1,0.6141569170004,4,0,1,0,0,NaN,NaN,NaN,1
1,99,0.65,1,4,1,0.476619244000176,1,99,3,4,0.17577706099928,3,1,0.476619244000176,4,1,0,0,0,0.476619244000176,-0.707106781186548,-0.707106781186547,1
1,118,0.65,1,4,2,1.43782022400046,2,118,6,3,0.489561977000449,3,1,1.43782022400046,3,0,1,0,0,NaN,NaN,NaN,1
1,221,0.65,3,8,1,0.889900225000019,1,221,1,4,0.68886088400086,1,1,0.889900225000019,4,1,0,0,0,0.889900225000019,0.923879532511287,0.38268343236509,1
1,201,0.65,1,8,1,0.684265043000778,1,201,2,4,0.175404419999722,1,1,0.684265043000778,4,1,0,0,0,0.684265043000778,0.38268343236509,0.923879532511287,1
1,290,0.65,1,8,1,1.60641655500058,1,290,5,2,0.450318965999941,3,1,1.60641655500058,2,1,0,0,0,1.60641655500058,-0.923879532511287,-0.38268343236509,1
1,102,0.65,1,4,1,1.09302990600008,1,102,3,2,0.960546293000334,3,1,1.09302990600008,2,1,0,0,0,1.09302990600008,-0.707106781186548,-0.707106781186547,1
1,92,1.4,3,4,2,0.919393392000529,2,92,5,4,0.348730808000255,2,1,0.919393392000529,4,0,1,0,0,NaN,NaN,NaN,1
1,277,0.65,3,8,1,1.3112509169996,2,277,16,2,0.276341980000325,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,64,0.65,1,4,2,0.923384380999778,2,64,5,4,0.353899422999348,2,1,0.923384380999778,4,0,1,0,0,NaN,NaN,NaN,1
1,254,0.65,1,8,1,0.887722630000098,2,254,16,3,0.99985147300049,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,10,0.65,1,4,1,0.483945398999822,1,10,1,4,0.173395204000371,1,1,0.483945398999822,4,1,0,0,0,0.483945398999822,0.707106781186548,0.707106781186547,1
1,296,0.65,1,8,1,0.992064643000049,1,296,6,2,0.792875742999968,3,1,0.992064643000049,2,1,0,0,0,0.992064643000049,-0.38268343236509,-0.923879532511287,1
1,355,0.65,1,8,1,1.61097027200049,2,355,9,2,0.448691382000106,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,188,1.4,3,4,2,1.64741894200051,2,188,8,3,3.38952454700029,4,1,1.64741894200051,3,0,1,0,0,NaN,NaN,NaN,1
1,137,0.65,3,4,2,0.822002274000624,2,137,5,4,0.347405866999907,3,1,0.822002274000624,4,0,1,0,0,NaN,NaN,NaN,1
1,258,0.65,1,8,1,2.32750363699961,2,258,15,2,0.447654118000173,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,257,0.65,1,8,1,0.793855586000063,2,257,13,3,0.653557270999954,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,72,0.65,1,4,2,0.825992598999619,2,72,6,4,0.342001785000321,2,1,0.825992598999619,4,0,1,0,0,NaN,NaN,NaN,1
1,149,0.65,1,4,1,0.789760097999533,1,149,4,4,0.516399188000833,4,1,0.789760097999533,4,1,0,0,0,0.789760097999533,0.707106781186547,-0.707106781186548,1
1,251,0.65,1,8,1,0.785862561000613,1,251,4,3,0.485175283999524,2,1,0.785862561000613,3,1,0,0,0,0.785862561000613,-0.923879532511287,0.38268343236509,1
1,372,1.4,3,8,1,0.380272779000734,1,372,8,4,0.859905674999936,4,1,0.380272779000734,4,1,0,0,0,0.380272779000734,0.923879532511287,-0.38268343236509,1
1,347,0.65,1,8,1,0.792122537999603,1,347,8,3,0.31302195599983,4,1,0.792122537999603,3,1,0,0,0,0.792122537999603,0.923879532511287,-0.38268343236509,1
1,159,0.65,1,4,2,0.516899756999919,2,159,7,4,0.350386819999585,4,1,0.516899756999919,4,0,1,0,0,NaN,NaN,NaN,1
1,1,0.65,1,4,1,0.274252287999843,1,1,1,4,0.174767395000345,1,1,0.274252287999843,4,1,0,0,0,0.274252287999843,0.707106781186548,0.707106781186547,1
1,280,1.4,3,8,1,0.992739418000383,2,280,15,2,0.449018866999722,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,351,0.65,1,8,1,1.30548950299999,2,351,11,2,0.96476952500052,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,373,0.65,3,8,1,0.993987407000532,2,373,10,2,0.28139444000044,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,162,0.65,1,4,2,0.721731337999699,2,162,6,4,0.173464477999914,4,1,0.721731337999699,4,0,1,0,0,NaN,NaN,NaN,1
1,236,1.4,3,8,1,0.999407828000585,2,236,16,2,1.82015962900005,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,255,0.65,1,8,2,1.02471812800013,2,255,10,3,0.82951711700025,2,1,1.02471812800013,3,0,1,0,0,NaN,NaN,NaN,1
1,106,0.65,1,4,2,1.54860311300035,1,106,3,2,0.959405120000156,3,0,NaN,NaN,0,0,0,1,NaN,-0.707106781186548,-0.707106781186547,1
1,49,0.65,1,4,1,0.585455765000006,1,49,2,3,0.651279532999979,2,1,0.585455765000006,3,1,0,0,0,0.585455765000006,-0.707106781186547,0.707106781186548,1
1,357,0.65,1,8,2,1.66629097799978,2,357,11,2,0.666234703000555,4,1,1.66629097799978,2,0,1,0,0,NaN,NaN,NaN,1
1,62,0.65,1,4,2,0.723569433000193,2,62,7,4,0.177992152000115,2,1,0.723569433000193,4,0,1,0,0,NaN,NaN,NaN,1
1,312,0.65,1,8,1,2.0414103080002,2,312,12,2,0.452286794000429,3,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,232,1.4,3,8,2,2.2704124740003,2,232,14,3,0.833282742999472,1,1,2.2704124740003,3,0,1,0,0,NaN,NaN,NaN,1
1,5,0.65,1,4,1,0.592212310000832,1,5,1,4,0.177077674999964,1,1,0.592212310000832,4,1,0,0,0,0.592212310000832,0.707106781186548,0.707106781186547,1
1,380,1.4,3,8,1,1.10316593700009,2,380,13,3,0.653669281000475,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,252,0.65,1,8,1,1.31175977000021,1,252,4,4,0.860518137999861,2,1,1.31175977000021,4,1,0,0,0,1.31175977000021,-0.923879532511287,0.38268343236509,1
1,144,1.4,3,4,2,0.616833221999514,2,144,7,4,0.345388365999497,3,1,0.616833221999514,4,0,1,0,0,NaN,NaN,NaN,1
1,158,0.65,1,4,2,0.618498603000262,2,158,5,4,0.176425452999865,4,1,0.618498603000262,4,0,1,0,0,NaN,NaN,NaN,1
1,129,0.65,3,4,1,0.582505961000606,1,129,3,4,0.175001796000288,3,1,0.582505961000606,4,1,0,0,0,0.582505961000606,-0.707106781186548,-0.707106781186547,1
1,332,1.4,3,8,2,1.84305602699988,2,332,14,2,0.905789532999734,3,1,1.84305602699988,2,0,1,0,0,NaN,NaN,NaN,1
1,50,0.65,1,4,1,0.381120639999608,1,50,2,4,0.177256312999816,2,1,0.381120639999608,4,1,0,0,0,0.381120639999608,-0.707106781186547,0.707106781186548,1
1,65,0.65,1,4,2,2.37171648399999,2,65,7,1,0.934909130999586,2,1,2.37171648399999,1,0,1,0,0,NaN,NaN,NaN,1
1,329,0.65,3,8,2,1.64605668199965,2,329,14,3,0.656566601000122,3,1,1.64605668199965,3,0,1,0,0,NaN,NaN,NaN,1
1,113,0.65,1,4,2,0.618610264999916,2,113,8,4,0.345975719999842,3,1,0.618610264999916,4,0,1,0,0,NaN,NaN,NaN,1
1,151,0.65,1,4,1,0.481285630000457,1,151,4,4,0.347149487999559,4,1,0.481285630000457,4,1,0,0,0,0.481285630000457,0.707106781186547,-0.707106781186548,1
1,365,0.65,3,8,1,0.584536658999241,1,365,7,3,0.487617290000344,4,1,0.584536658999241,3,1,0,0,0,0.584536658999241,0.38268343236509,-0.923879532511287,1
1,302,0.65,1,8,2,1.25038440499975,2,302,10,3,0.826053527999647,3,1,1.25038440499975,3,0,1,0,0,NaN,NaN,NaN,1
1,111,0.65,1,4,2,0.819854726999438,2,111,8,2,1.14152593099971,3,1,0.819854726999438,2,0,1,0,0,NaN,NaN,NaN,1
1,104,0.65,1,4,2,0.928246454000146,1,104,3,1,1.10022380600003,3,0,NaN,NaN,0,0,0,1,NaN,-0.707106781186548,-0.707106781186547,1
1,368,1.4,3,8,1,1.50787968999975,1,368,8,3,0.481563733000257,4,1,1.50787968999975,3,1,0,0,0,1.50787968999975,0.923879532511287,-0.38268343236509,1
1,59,0.65,1,4,1,0.583452433000275,1,59,2,4,0.515404480000143,2,1,0.583452433000275,4,1,0,0,0,0.583452433000275,-0.707106781186547,0.707106781186548,1
1,338,0.65,1,8,1,0.59094677199937,1,338,7,3,0.312064381999335,4,1,0.59094677199937,3,1,0,0,0,0.59094677199937,0.38268343236509,-0.923879532511287,1
1,19,0.65,1,4,1,0.585348575999888,2,19,7,1,0.926384268999755,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,136,1.4,3,4,2,0.722478548999788,2,136,5,4,0.345722422000108,3,1,0.722478548999788,4,0,1,0,0,NaN,NaN,NaN,1
1,80,1.4,3,4,1,0.386141246999614,1,80,2,4,0.174307721999867,2,1,0.386141246999614,4,1,0,0,0,0.386141246999614,-0.707106781186547,0.707106781186548,1
1,180,1.4,3,4,1,1.09978485400006,1,180,4,3,1.16702554399944,4,1,1.09978485400006,3,1,0,0,0,1.09978485400006,0.707106781186547,-0.707106781186548,1
1,54,0.65,1,4,1,1.00509609799974,1,54,2,3,1.34544860200003,2,1,1.00509609799974,3,1,0,0,0,1.00509609799974,-0.707106781186547,0.707106781186548,1
1,376,1.4,3,8,1,1.10292595200008,2,376,14,3,0.651016969000011,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,16,0.65,1,4,2,0.619504602000234,2,16,5,4,0.343657354000243,1,1,0.619504602000234,4,0,1,0,0,NaN,NaN,NaN,1
1,241,0.65,1,8,1,0.8990875340005,1,241,3,3,0.655193913999938,2,1,0.8990875340005,3,1,0,0,0,0.8990875340005,-0.38268343236509,0.923879532511287,1
1,352,0.65,1,8,1,1.19242373500038,2,352,14,3,0.823832270999446,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,200,0.65,1,8,2,1.12880296499952,1,200,2,3,0.829779407000387,1,0,NaN,NaN,0,0,0,1,NaN,0.38268343236509,0.923879532511287,1
1,184,1.4,3,4,2,0.822311646999879,2,184,7,4,1.55750143600017,4,1,0.822311646999879,4,0,1,0,0,NaN,NaN,NaN,1
1,84,1.4,3,4,1,0.48009661100059,1,84,2,4,0.174923268999919,2,1,0.48009661100059,4,1,0,0,0,0.48009661100059,-0.707106781186547,0.707106781186548,1
1,41,0.65,3,4,2,0.517292414000622,2,41,5,4,0.945198975000494,1,1,0.517292414000622,4,0,1,0,0,NaN,NaN,NaN,1
1,169,0.65,3,4,1,0.587722414000382,1,169,4,4,0.351612428999942,4,1,0.587722414000382,4,1,0,0,0,0.587722414000382,0.707106781186547,-0.707106781186548,1
1,369,0.65,3,8,1,0.478761434000262,1,369,8,4,1.03074518700032,4,1,0.478761434000262,4,1,0,0,0,0.478761434000262,0.923879532511287,-0.38268343236509,1
1,18,0.65,1,4,2,0.727597929000694,2,18,5,4,0.347269974000483,1,1,0.727597929000694,4,0,1,0,0,NaN,NaN,NaN,1
1,71,0.65,1,4,2,0.826763840999774,2,71,5,4,0.35217613199984,2,1,0.826763840999774,4,0,1,0,0,NaN,NaN,NaN,1
1,300,0.65,1,8,2,0.921616055000413,1,300,6,4,0.859096977000263,3,0,NaN,NaN,0,0,0,1,NaN,-0.38268343236509,-0.923879532511287,1
1,189,0.65,3,4,2,0.516167269999642,2,189,8,4,0.350348551000025,4,1,0.516167269999642,4,0,1,0,0,NaN,NaN,NaN,1
1,301,0.65,1,8,2,0.924219619000723,2,301,15,3,0.655750567999348,3,1,0.924219619000723,3,0,1,0,0,NaN,NaN,NaN,1
1,455,1.4,1,4,2,1.03160668500004,2,71,5,4,0.350085357999887,2,1,1.03160668500004,4,0,1,0,0,NaN,NaN,NaN,1
1,668,1.4,3,8,1,1.20270141800029,2,284,16,3,0.833230436000122,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,748,1.4,3,8,1,0.726329441999951,1,364,7,3,0.31717055900026,4,1,0.726329441999951,3,1,0,0,0,0.726329441999951,0.38268343236509,-0.923879532511287,1
1,452,1.4,1,4,2,0.62402585900054,2,68,7,4,0.177508911000587,2,1,0.62402585900054,4,0,1,0,0,NaN,NaN,NaN,1
1,634,1.4,1,8,2,1.24048679299995,1,250,4,3,0.657174820999899,2,0,NaN,NaN,0,0,0,1,NaN,-0.923879532511287,0.38268343236509,1
1,516,1.4,3,4,1,0.483825129999786,1,132,3,4,0.519240139999965,3,1,0.483825129999786,4,1,0,0,0,0.483825129999786,-0.707106781186548,-0.707106781186547,1
1,685,1.4,1,8,2,1.43793834999997,2,301,16,4,0.174257325000326,3,1,1.43793834999997,4,0,1,0,0,NaN,NaN,NaN,1
1,689,1.4,1,8,1,1.51278512600038,2,305,13,2,0.618011708000267,3,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,608,1.4,3,8,1,1.51222407099976,1,224,2,3,0.319839789000071,1,1,1.51222407099976,3,1,0,0,0,1.51222407099976,0.38268343236509,0.923879532511287,1
1,489,1.4,1,4,1,0.592871306000234,1,105,3,4,0.693713939999725,3,1,0.592871306000234,4,1,0,0,0,0.592871306000234,-0.707106781186548,-0.707106781186547,1
1,704,1.4,3,8,1,0.685306669999591,1,320,6,3,0.485150780999902,3,1,0.685306669999591,3,1,0,0,0,0.685306669999591,-0.38268343236509,-0.923879532511287,1
1,735,1.4,1,8,1,1.29962331699971,2,351,14,3,0.311555529000543,4,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,560,1.4,3,4,1,0.4852917420003,1,176,4,4,0.178420024999468,4,1,0.4852917420003,4,1,0,0,0,0.4852917420003,0.707106781186547,-0.707106781186548,1
1,732,1.4,1,8,1,1.82391027499943,1,348,8,3,0.833035880000352,4,1,1.82391027499943,3,1,0,0,0,1.82391027499943,0.923879532511287,-0.38268343236509,1
1,590,1.4,1,8,1,0.999899260999882,2,206,16,3,0.6535184760005,1,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,448,1.4,1,4,2,0.825496080000448,2,64,6,4,0.175193977999697,2,1,0.825496080000448,4,0,1,0,0,NaN,NaN,NaN,1
1,508,1.4,3,4,1,0.580156828999861,1,124,3,4,0.173531913000261,3,1,0.580156828999861,4,1,0,0,0,0.580156828999861,-0.707106781186548,-0.707106781186547,1
1,661,0.65,3,8,1,0.584718273000362,2,277,11,3,0.482948048000253,2,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,1
1,529,1.4,1,4,1,0.789262268999664,1,145,4,4,0.347087789000398,4,1,0.789262268999664,4,1,0,0,0,0.789262268999664,0.707106781186547,-0.707106781186548,1
1,395,1.4,1,4,1,0.377429637000205,1,11,1,4,0.690736247999666,1,1,0.377429637000205,4,1,0,0,0,0.377429637000205,0.707106781186548,0.707106781186547,1
1,447,1.4,1,4,2,0.720470403000036,2,63,6,4,1.03743863300042,2,1,0.720470403000036,4,0,1,0,0,NaN,NaN,NaN,1
1,593,1.4,1,8,2,1.43593463700017,2,209,13,3,0.314385198000309,1,1,1.43593463700017,3,0,1,0,0,NaN,NaN,NaN,1
1,629,1.4,1,8,1,0.996605061000082,1,245,3,3,0.3113711470005,2,1,0.996605061000082,3,1,0,0,0,0.996605061000082,-0.38268343236509,0.923879532511287,1
1,550,1.4,1,4,2,0.926364412000112,2,166,8,4,0.86016802299946,4,1,0.926364412000112,4,0,1,0,0,NaN,NaN,NaN,1
1,469,0.65,3,4,2,1.02459941699999,2,85,7,3,0.483987702999912,2,1,1.02459941699999,3,0,1,0,0,NaN,NaN,NaN,1
